Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps),loss,iptext,isp
06/10/25,18:25,2.37,0.14,753.66,302.3,0.0,179.110.190.236,Vivo,Vivo
06/10/25,18:30,2.42,0.43,706.85,313.88,0.4,179.110.190.236,Vivo,Vivo
06/10/25,18:35,2.3,0.22,744.51,324.02,0.0,179.110.190.236,Vivo,Vivo
06/10/25,18:40,2.39,0.28,781.25,304.99,0.0,179.110.190.236,Vivo,Vivo
06/10/25,18:45,2.49,3.08,756.32,315.51,0.0,179.110.190.236,Vivo,Vivo
06/10/25,18:50,2.37,0.12,742.81,320.11,1.1,179.110.190.236,Vivo,Vivo
06/10/25,18:55,3.03,0.14,759.3,303.31,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:00,2.36,0.08,658.42,319.59,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:05,2.36,0.14,770.1,306.76,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:10,2.34,0.24,725.87,325.58,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:15,2.32,0.25,788.66,313.71,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:20,2.3,0.39,775.47,307.26,1.2,179.110.190.236,Vivo,Vivo
06/10/25,19:25,2.32,0.12,703.54,305.96,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:30,2.35,0.14,700.72,303.42,0.4,179.110.190.236,Vivo,Vivo
06/10/25,19:35,2.31,0.15,832.8,308.5,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:40,2.24,0.33,697.93,309.92,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:45,2.13,0.1,716.65,298.9,0.0,179.110.190.236,Vivo,Vivo
06/10/25,19:50,2.33,0.21,763.85,307.41,2.6,179.110.190.236,Vivo,Vivo
06/10/25,19:55,2.35,0.12,804.3,313.63,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:00,2.37,0.17,680.52,301.21,1.3,179.110.190.236,Vivo,Vivo
06/10/25,20:05,2.19,0.06,762.22,315.37,0.9,179.110.190.236,Vivo,Vivo
06/10/25,20:10,2.33,0.18,751.88,319.56,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:15,2.16,0.54,780.15,308.6,0.9,179.110.190.236,Vivo,Vivo
06/10/25,20:20,2.37,0.09,785.56,306.82,1.4,179.110.190.236,Vivo,Vivo
06/10/25,20:25,2.39,0.2,701.42,301.13,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:30,2.31,0.06,728.19,321.4,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:35,2.37,0.27,699.37,310.69,0.4,179.110.190.236,Vivo,Vivo
06/10/25,20:40,2.36,0.09,799.52,307.98,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:45,2.35,0.07,693.37,323.04,0.4,179.110.190.236,Vivo,Vivo
06/10/25,20:50,2.25,0.14,789.7,306.04,0.0,179.110.190.236,Vivo,Vivo
06/10/25,20:55,2.37,0.16,699.59,303.5,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:00,2.39,0.34,699.87,301.86,0.5,179.110.190.236,Vivo,Vivo
06/10/25,21:05,2.4,0.19,769.45,310.03,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:10,2.39,0.35,698.56,301.49,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:15,2.37,0.8,698.71,309.16,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:20,2.33,0.13,784.0,305.39,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:25,2.38,0.25,672.36,305.03,1.7,179.110.190.236,Vivo,Vivo
06/10/25,21:30,2.39,0.18,721.88,308.16,1.3,179.110.190.236,Vivo,Vivo
06/10/25,21:35,2.4,0.22,764.89,330.32,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:40,2.37,0.16,748.18,310.24,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:45,2.34,0.06,700.89,304.0,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:50,2.37,0.11,794.13,306.09,0.0,179.110.190.236,Vivo,Vivo
06/10/25,21:55,2.36,0.15,831.57,324.36,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:00,2.37,0.06,701.16,317.49,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:05,2.36,0.14,699.92,316.1,0.8,179.110.190.236,Vivo,Vivo
06/10/25,22:10,2.25,0.15,705.0,325.6,0.4,179.110.190.236,Vivo,Vivo
06/10/25,22:15,2.35,0.19,749.7,306.95,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:20,2.35,0.23,699.27,312.43,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:25,2.36,0.16,664.15,307.54,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:30,3.5,0.31,692.04,300.08,0.9,179.110.190.236,Vivo,Vivo
06/10/25,22:35,2.36,0.13,729.81,304.76,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:40,2.42,0.62,777.23,302.67,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:45,2.33,0.18,807.83,329.98,1.3,179.110.190.236,Vivo,Vivo
06/10/25,22:50,2.33,0.19,772.23,303.92,0.0,179.110.190.236,Vivo,Vivo
06/10/25,22:55,2.36,0.19,821.87,311.08,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:00,2.36,0.21,763.23,301.97,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:05,2.25,0.19,703.14,303.73,0.4,179.110.190.236,Vivo,Vivo
06/10/25,23:10,2.24,0.29,703.12,297.6,1.9,179.110.190.236,Vivo,Vivo
06/10/25,23:15,2.47,0.38,702.48,322.91,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:20,2.03,1.35,704.68,319.85,0.8,179.110.190.236,Vivo,Vivo
06/10/25,23:25,2.32,0.37,761.52,302.85,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:30,3.48,2.06,706.18,309.88,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:35,2.33,0.15,796.58,313.3,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:40,2.28,0.19,695.54,318.25,0.0,179.110.190.236,Vivo,Vivo
06/10/25,23:45,2.3,0.35,767.51,317.28,2.8,179.110.190.236,Vivo,Vivo
06/10/25,23:50,2.37,0.12,768.48,303.25,0.9,179.110.190.236,Vivo,Vivo
06/10/25,23:55,2.14,0.34,700.45,303.88,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:00,2.27,0.29,649.1,307.38,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:05,2.4,0.2,735.97,301.49,11.5,179.110.190.236,Vivo,Vivo
07/10/25,00:10,2.38,0.06,696.88,305.35,0.8,179.110.190.236,Vivo,Vivo
07/10/25,00:15,2.78,0.84,806.58,304.83,5.3,179.110.190.236,Vivo,Vivo
07/10/25,00:20,2.41,0.14,798.04,304.85,1.2,179.110.190.236,Vivo,Vivo
07/10/25,00:25,2.35,0.11,767.73,321.42,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:30,2.26,0.62,704.97,306.14,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:35,2.28,0.21,662.5,324.54,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:40,2.29,0.17,788.24,316.3,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:45,2.13,0.15,828.88,318.38,0.0,179.110.190.236,Vivo,Vivo
07/10/25,00:50,2.36,0.05,701.93,311.91,1.2,179.110.190.236,Vivo,Vivo
07/10/25,00:55,3.15,0.7,773.79,305.32,1.2,179.110.190.236,Vivo,Vivo
07/10/25,01:00,2.36,0.17,705.98,306.46,0.4,179.110.190.236,Vivo,Vivo
07/10/25,01:05,2.42,0.27,686.67,305.9,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:10,3.43,2.51,695.54,307.17,0.9,179.110.190.236,Vivo,Vivo
07/10/25,01:15,3.02,1.33,707.78,308.95,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:20,2.36,0.11,741.56,312.68,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:25,2.3,0.41,706.56,304.26,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:30,2.34,0.09,701.29,306.41,0.7,179.110.190.236,Vivo,Vivo
07/10/25,01:35,2.33,0.29,791.11,311.88,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:40,2.37,0.09,689.16,302.54,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:45,2.41,0.35,701.14,303.36,0.0,179.110.190.236,Vivo,Vivo
07/10/25,01:50,3.6,0.35,697.88,316.57,0.4,179.110.190.236,Vivo,Vivo
07/10/25,01:55,2.96,0.19,759.06,343.91,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:00,2.36,0.28,775.71,305.9,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:05,2.34,0.14,779.05,303.55,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:10,2.17,0.36,702.55,302.89,2.1,179.110.190.236,Vivo,Vivo
07/10/25,02:15,2.39,0.55,811.59,306.97,1.2,179.110.190.236,Vivo,Vivo
07/10/25,02:20,2.38,0.27,685.67,309.46,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:25,3.09,0.5,705.37,303.49,0.8,179.110.190.236,Vivo,Vivo
07/10/25,02:30,2.36,0.15,703.34,308.76,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:35,2.38,0.09,744.35,317.02,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:40,2.38,0.18,783.14,319.1,1.0,179.110.190.236,Vivo,Vivo
07/10/25,02:45,3.5,0.51,715.1,303.45,2.8,179.110.190.236,Vivo,Vivo
07/10/25,02:50,2.37,0.16,705.98,321.88,0.0,179.110.190.236,Vivo,Vivo
07/10/25,02:55,2.33,0.18,829.65,318.35,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:00,2.35,0.13,710.82,303.51,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:05,2.36,0.1,627.8,314.63,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:10,2.4,0.28,704.13,303.33,0.4,179.110.190.236,Vivo,Vivo
07/10/25,03:15,2.38,0.41,688.52,303.46,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:20,2.44,0.11,743.87,303.9,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:25,2.39,0.19,751.8,307.21,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:30,3.69,0.17,720.68,303.77,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:35,2.37,0.12,708.41,323.2,3.2,179.110.190.236,Vivo,Vivo
07/10/25,03:40,2.36,0.26,711.31,306.63,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:45,3.61,0.13,663.61,310.55,0.0,179.110.190.236,Vivo,Vivo
07/10/25,03:50,3.54,0.42,705.5,316.03,0.8,179.110.190.236,Vivo,Vivo
07/10/25,03:55,3.52,0.33,701.22,335.94,2.3,179.110.190.236,Vivo,Vivo
07/10/25,04:00,2.39,0.09,706.81,304.71,1.3,179.110.190.236,Vivo,Vivo
07/10/25,04:05,2.37,0.07,699.86,339.82,0.4,179.110.190.236,Vivo,Vivo
07/10/25,04:10,2.36,0.14,745.6,305.57,0.0,179.110.190.236,Vivo,Vivo
07/10/25,04:15,3.55,0.19,756.76,305.91,2.5,179.110.190.236,Vivo,Vivo
07/10/25,04:20,2.33,0.26,749.42,318.89,0.0,179.110.190.236,Vivo,Vivo
07/10/25,04:40,2.36,0.17,703.9,306.5,0.0,179.110.190.236,Vivo,Vivo
07/10/25,04:45,3.62,0.09,739.64,313.61,1.5,179.110.190.236,Vivo,Vivo
07/10/25,04:50,2.34,0.14,783.21,308.54,1.3,179.110.190.236,Vivo,Vivo
07/10/25,04:55,2.39,0.06,742.99,306.74,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:00,3.59,0.05,717.45,341.92,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:05,2.42,0.26,716.94,310.52,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:10,2.42,0.21,767.12,309.18,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:35,2.36,0.11,795.27,318.12,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:40,2.42,0.18,734.47,325.53,0.0,179.110.190.236,Vivo,Vivo
07/10/25,05:55,2.33,0.3,739.01,325.33,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:00,2.31,0.19,755.95,326.58,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:05,2.35,0.26,706.6,326.97,0.4,179.110.190.236,Vivo,Vivo
07/10/25,06:10,3.63,0.13,745.94,320.84,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:15,3.64,0.35,707.26,347.2,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:20,4.46,0.52,722.31,309.17,0.4,179.110.190.236,Vivo,Vivo
07/10/25,06:25,2.39,0.1,748.85,326.47,2.5,179.110.190.236,Vivo,Vivo
07/10/25,06:30,2.36,0.41,764.45,313.06,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:35,2.57,0.11,762.33,308.62,1.3,179.110.190.236,Vivo,Vivo
07/10/25,06:40,2.76,0.61,791.83,303.77,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:45,2.49,0.1,704.76,311.56,0.0,179.110.190.236,Vivo,Vivo
07/10/25,06:50,2.61,53.58,700.92,320.38,0.5,179.110.190.236,Vivo,Vivo
07/10/25,06:55,2.54,0.09,708.46,307.15,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:00,2.5,0.26,833.73,313.86,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:05,3.38,0.95,727.95,333.07,1.4,179.110.190.236,Vivo,Vivo
07/10/25,07:10,3.86,0.12,732.23,306.23,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:15,2.53,0.34,692.59,303.33,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:20,2.48,0.1,705.77,307.29,0.4,179.110.190.236,Vivo,Vivo
07/10/25,07:25,2.51,0.14,734.51,308.87,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:30,2.55,0.03,758.86,303.81,0.0,179.110.190.236,Vivo,Vivo
07/10/25,07:35,2.45,0.24,702.07,321.83,0.8,179.110.190.236,Vivo,Vivo
07/10/25,07:40,2.33,0.36,803.03,312.9,1.3,179.110.190.236,Vivo,Vivo
07/10/25,07:45,3.69,0.47,793.7,303.82,1.2,179.110.190.236,Vivo,Vivo
07/10/25,07:50,5.57,3.65,786.36,323.82,1.2,179.110.190.236,Vivo,Vivo
07/10/25,07:55,2.52,0.42,743.05,311.18,1.2,179.110.190.236,Vivo,Vivo
07/10/25,08:00,2.66,2.06,715.95,303.9,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:05,2.54,0.13,676.25,330.94,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:10,2.42,0.09,704.45,306.2,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:15,2.49,0.28,794.9,310.36,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:20,2.53,0.19,701.53,323.58,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:25,2.5,0.07,719.5,308.57,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:30,2.51,0.12,703.81,320.83,0.4,179.110.190.236,Vivo,Vivo
07/10/25,08:35,2.43,0.21,725.58,303.66,2.6,179.110.190.236,Vivo,Vivo
07/10/25,08:40,2.65,0.79,723.71,320.29,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:45,2.55,0.1,741.95,323.76,0.9,179.110.190.236,Vivo,Vivo
07/10/25,08:50,2.5,0.25,843.79,316.95,0.0,179.110.190.236,Vivo,Vivo
07/10/25,08:55,2.53,0.15,744.48,310.97,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:00,2.51,0.12,698.39,310.43,0.8,179.110.190.236,Vivo,Vivo
07/10/25,09:05,2.54,0.07,717.07,321.52,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:10,2.53,0.07,741.9,303.9,1.3,179.110.190.236,Vivo,Vivo
07/10/25,09:15,3.39,0.75,670.49,303.61,1.8,179.110.190.236,Vivo,Vivo
07/10/25,09:20,2.57,0.3,703.86,308.96,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:25,2.55,0.16,763.31,314.1,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:30,2.53,0.07,704.08,303.52,4.9,179.110.190.236,Vivo,Vivo
07/10/25,09:35,3.8,2.38,648.46,321.89,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:40,2.56,0.12,720.43,325.51,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:45,2.52,0.15,778.4,308.19,10.6,179.110.190.236,Vivo,Vivo
07/10/25,09:50,2.56,0.28,808.41,327.41,0.0,179.110.190.236,Vivo,Vivo
07/10/25,09:55,2.47,0.18,781.21,320.46,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:00,2.48,0.14,585.97,303.56,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:05,2.45,0.21,703.08,316.59,0.4,179.110.190.236,Vivo,Vivo
07/10/25,10:10,3.69,0.42,790.3,305.79,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:15,3.29,0.5,709.48,308.26,1.2,179.110.190.236,Vivo,Vivo
07/10/25,10:20,2.64,0.12,703.8,315.85,0.8,179.110.190.236,Vivo,Vivo
07/10/25,10:25,2.67,0.12,701.56,312.08,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:30,2.66,0.18,695.46,303.56,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:35,2.64,0.17,724.47,320.66,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:40,2.67,0.17,830.71,306.15,1.4,179.110.190.236,Vivo,Vivo
07/10/25,10:45,2.67,0.09,704.38,303.41,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:50,2.66,0.12,706.44,303.8,0.0,179.110.190.236,Vivo,Vivo
07/10/25,10:55,2.65,0.1,733.09,330.04,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:00,2.66,0.19,639.84,314.15,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:05,2.6,0.15,801.79,306.35,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:10,3.13,0.43,594.45,324.13,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:15,3.98,0.3,785.84,303.9,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:20,2.66,0.13,716.77,306.77,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:25,2.66,0.25,705.75,303.74,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:30,2.67,0.11,731.92,303.67,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:35,3.45,1.41,792.69,303.45,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:40,2.7,0.17,831.24,307.26,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:45,2.67,0.38,766.67,305.66,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:50,2.64,0.1,705.98,306.61,0.0,179.110.190.236,Vivo,Vivo
07/10/25,11:55,2.66,0.13,732.39,307.15,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:00,3.81,0.49,588.42,307.96,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:05,2.65,0.44,831.24,315.33,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:10,2.72,0.15,705.5,303.65,1.3,179.110.190.236,Vivo,Vivo
07/10/25,12:15,3.6,1.12,764.44,304.79,1.1,179.110.190.236,Vivo,Vivo
07/10/25,12:20,2.59,0.24,806.2,323.12,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:25,2.7,0.09,703.66,305.28,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:30,2.65,0.07,704.38,303.36,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:35,2.88,0.74,687.06,308.67,4.8,179.110.190.236,Vivo,Vivo
07/10/25,12:40,3.04,0.85,698.31,303.84,0.4,179.110.190.236,Vivo,Vivo
07/10/25,12:45,2.49,0.11,805.81,303.51,1.4,179.110.190.236,Vivo,Vivo
07/10/25,12:50,2.5,0.05,763.35,303.2,0.0,179.110.190.236,Vivo,Vivo
07/10/25,12:55,2.56,0.08,808.42,310.89,1.1,179.110.190.236,Vivo,Vivo
07/10/25,13:00,3.01,0.46,706.86,303.5,5.8,179.110.190.236,Vivo,Vivo
07/10/25,13:05,2.46,0.38,646.78,309.2,1.1,179.110.190.236,Vivo,Vivo
07/10/25,13:10,2.58,0.12,836.84,303.52,1.3,179.110.190.236,Vivo,Vivo
07/10/25,13:15,2.54,0.2,802.12,306.95,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:20,2.5,0.11,729.9,304.58,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:25,3.71,0.62,706.25,313.32,0.4,179.110.190.236,Vivo,Vivo
07/10/25,13:30,2.39,0.21,704.28,311.39,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:35,2.44,0.19,771.63,309.17,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:40,2.25,0.65,788.04,305.63,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:45,2.47,0.13,702.14,302.04,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:50,2.63,0.14,760.5,303.84,0.0,179.110.190.236,Vivo,Vivo
07/10/25,13:55,2.47,0.16,706.84,303.12,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:00,2.54,0.18,732.19,325.59,0.3,179.110.190.236,Vivo,Vivo
07/10/25,14:05,2.53,0.14,638.5,315.79,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:10,2.51,0.35,691.11,307.85,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:15,2.55,0.16,702.76,307.14,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:20,2.56,0.22,756.34,305.94,1.4,179.110.190.236,Vivo,Vivo
07/10/25,14:25,3.82,0.11,681.77,303.5,0.6,179.110.190.236,Vivo,Vivo
07/10/25,14:30,2.49,0.37,720.66,302.74,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:35,2.48,0.29,726.65,316.46,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:40,3.85,0.57,702.7,307.23,0.4,179.110.190.236,Vivo,Vivo
07/10/25,14:45,2.56,0.07,719.86,303.77,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:50,2.52,0.21,765.45,301.35,0.0,179.110.190.236,Vivo,Vivo
07/10/25,14:55,2.19,0.23,700.91,314.85,0.0,179.110.190.236,Vivo,Vivo
07/10/25,15:00,2.48,0.15,702.22,301.85,1.2,179.110.190.236,Vivo,Vivo
07/10/25,15:05,2.51,0.11,703.22,312.82,0.4,179.110.190.236,Vivo,Vivo
07/10/25,15:10,2.56,0.12,716.2,309.11,0.7,179.110.190.236,Vivo,Vivo
07/10/25,15:15,2.54,0.16,755.21,302.84,0.0,179.110.190.236,Vivo,Vivo
07/10/25,15:20,2.53,0.21,729.02,304.22,0.3,179.110.190.236,Vivo,Vivo
07/10/25,15:25,2.57,0.23,709.31,300.06,0.6,179.110.190.236,Vivo,Vivo
07/10/25,15:30,2.61,0.22,761.58,300.09,1.6,179.110.190.236,Vivo,Vivo
07/10/25,15:35,2.39,0.16,699.35,313.41,0.4,179.110.190.236,Vivo,Vivo
07/10/25,15:40,2.66,0.09,764.24,308.95,0.0,179.110.190.236,Vivo,Vivo
07/10/25,15:45,2.54,0.16,831.31,301.38,1.3,179.110.190.236,Vivo,Vivo
07/10/25,15:50,4.08,0.45,535.24,660.72,0.0,138.97.240.197,Vivo,Sem Fone Telecomunicacoes Ltda
07/10/25,15:55,2.18,0.11,672.75,306.53,0.0,200.160.82.241,Sem Fone Telecomunicacoes Ltda,Vivo
07/10/25,16:00,2.25,0.45,659.29,300.19,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:05,2.16,0.3,754.79,304.98,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:10,5.9,1.18,707.31,317.67,0.8,200.160.82.241,Vivo,Vivo
07/10/25,16:15,3.18,0.03,714.04,314.66,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:20,2.25,0.34,714.49,303.85,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:25,2.15,0.47,702.44,304.04,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:30,2.13,0.73,793.67,305.77,1.3,200.160.82.241,Vivo,Vivo
07/10/25,16:35,2.33,0.1,702.61,306.18,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:40,2.79,53.17,792.11,328.23,1.4,200.160.82.241,Vivo,Vivo
07/10/25,16:45,2.36,0.27,700.47,318.07,0.4,200.160.82.241,Vivo,Vivo
07/10/25,16:50,3.39,0.21,711.21,341.61,0.0,200.160.82.241,Vivo,Vivo
07/10/25,16:55,3.1,0.29,700.39,323.25,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:00,2.33,0.2,690.76,303.7,0.4,200.160.82.241,Vivo,Vivo
07/10/25,17:05,3.19,0.08,736.54,317.37,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:10,1.57,0.22,832.32,310.39,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:15,2.08,0.45,741.92,305.06,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:20,2.28,0.27,685.24,302.11,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:25,2.26,0.06,767.34,306.69,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:30,2.38,0.2,761.78,306.14,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:35,2.36,0.11,770.87,302.72,1.4,200.160.82.241,Vivo,Vivo
07/10/25,17:40,2.29,0.5,837.12,306.13,1.2,200.160.82.241,Vivo,Vivo
07/10/25,17:45,1.88,0.4,698.86,312.12,0.0,200.160.82.241,Vivo,Vivo
07/10/25,17:50,2.1,0.14,783.16,304.77,2.2,200.160.82.241,Vivo,Vivo
07/10/25,17:55,1.87,0.46,703.16,309.84,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:00,3.19,0.17,838.39,324.72,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:05,2.11,0.45,777.02,315.15,1.3,200.160.82.241,Vivo,Vivo
07/10/25,18:10,2.02,0.61,771.1,316.57,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:15,2.35,0.13,707.4,310.59,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:20,1.81,0.48,702.98,302.89,0.4,200.160.82.241,Vivo,Vivo
07/10/25,18:25,2.38,0.52,771.36,307.03,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:30,2.1,0.34,802.9,316.96,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:35,2.23,0.31,706.46,305.01,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:40,1.72,0.38,799.5,299.83,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:45,2.03,0.29,792.86,301.92,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:50,2.34,0.06,703.79,304.42,0.0,200.160.82.241,Vivo,Vivo
07/10/25,18:55,1.81,0.39,700.74,303.0,0.0,200.160.82.241,Vivo,Vivo
07/10/25,19:00,3.19,0.72,663.31,298.03,0.5,200.160.82.241,Vivo,Vivo
07/10/25,19:05,2.3,0.5,801.64,329.12,1.3,200.160.82.241,Vivo,Vivo
07/10/25,19:10,1.94,0.43,701.76,304.34,0.0,200.160.82.241,Vivo,Vivo
07/10/25,19:15,2.67,0.43,771.57,299.38,0.0,200.160.82.241,Vivo,Vivo
